uniprot	Gene_names	GNlim_1	GNlim_2
M7WXI0	RHTO_08114	2.1011072899551983e-08	2.8637681253166202e-08
M7WNC0	RHTO_04517	1.0416230907135996e-07	8.830799634920372e-08
M7WZG4	RHTO_00470	9.451768554892379e-08	8.195656683287078e-08
M7X610	RHTO_03269	9.943675758028993e-07	8.339577316512114e-07
M7XLB5	RHTO_04848	1.1349559739705726e-07	1.1184062842011159e-07
M7WTY3	RHTO_01801	3.887036298158356e-07	3.9646669505004274e-07
M7WXE4	RHTO_00819	1.8188685930407068e-07	1.373135111920942e-07
M7WMY6	RHTO_01116	2.1991272214339907e-07	2.080959509159032e-07
M7XF71	RHTO_05663	1.5416131477046857e-08	1.2746580900802792e-08
M7XLN1	RHTO_04974	3.600606659810864e-07	4.78536556569831e-07
M7X201	RHTO_06335	1.545620492565269e-07	1.4248161529851582e-07
M7WLG0	RHTO_01793	1.5661485082114912e-07	1.459935690370868e-07
M7WQG2	RHTO_08100	1.2966427280050177e-07	8.567030645458412e-08
M7XYR8	RHTO_03182	4.812287474793974e-07	4.405540602442934e-07
M7XL28	RHTO_02479	6.321684445487291e-07	5.310531013133525e-07
M7XIV0	RHTO_03636	2.393118938543568e-08	1.4874985090180434e-08
M7XB15	RHTO_02236	6.628235048888183e-08	5.103437425657119e-08
M7XZ85	RHTO_00056	1.51197460759575e-07	1.2390899212887405e-07
M7X3Y5	RHTO_02778	6.273249840545302e-08	4.3990663237080686e-08
M7XS74	RHTO_07420	6.169003127952065e-07	7.155737257011827e-07
M7WP67	RHTO_01076	3.131727538860077e-08	2.4636612339006246e-08
M7WW52	RHTO_01065	1.53309112831235e-08	1.8835578861337274e-08
M7XFR4	RHTO_05355	3.5103345006614144e-08	3.7703709661876125e-08
M7X6F0	RHTO_05176	1.1739289239485315e-07	9.896581625276465e-08
M7WZ08	RHTO_00290	4.820398519002426e-07	4.3976677286789644e-07
M7WPB8	RHTO_00666	1.321837959164225e-06	1.3480366681902198e-06
M7WLV7	RHTO_05562		3.571425024755844e-07
M7XZP5	RHTO_00236	3.553597831876589e-08	3.0319535916645473e-08
M7WLE1	RHTO_05613	1.6779270940031323e-07	1.0355174633096549e-07
M7X3Y6	RHTO_06407	4.6420249288192803e-07	
M7WNN2	RHTO_00901	4.1633596157046127e-08	3.4951212273067495e-08
M7WWC5	RHTO_05077	4.8745953114139854e-08	3.825003992000892e-08
M7XEB5	RHTO_05870	3.533926543381667e-07	2.2063574018293747e-07
M7XQJ6	RHTO_00762	1.3432646611646351e-07	1.2907218797536076e-07
M7XPR8	RHTO_00957	3.527181130392102e-08	3.66215091709116e-08
M7WG30	RHTO_04378	6.935478315963254e-08	5.9359014190280995e-08
M7WND2	RHTO_01267	4.073859825326292e-07	7.212435555762081e-07
M7WPU4	RHTO_00841	2.2420091373492076e-07	2.251867578467365e-07
M7WVU9	RHTO_01190	3.029309037153944e-08	2.577662892727645e-08
M7X2T5	RHTO_04598	4.518493447937163e-06	3.34222994686144e-06
M7WR15	YTM1	1.2413393687939754e-07	9.991767410198702e-08
M7WXE3	RHTO_03005	1.1195351940835454e-07	9.311523162358476e-08
M7XJR5	RHTO_06123	4.423707881060084e-08	5.16754697032134e-08
M7WW46	RHTO_04987	2.1971969387023496e-07	6.279835050272294e-07
M7XHL0	RHTO_04173	1.567216651692295e-07	1.154014870416959e-07
M7WS79	RHTO_02159	2.047823846716044e-07	1.623181964922066e-07
M7XGF4	RHTO_05160	2.1457684927582943e-07	2.2769571850986165e-07
M7XG05	RHTO_08117	3.5837354670046054e-08	2.647681821931796e-08
M7WW13	RHTO_01030	3.396994186915071e-07	2.3702996770835127e-07
M7WT71	RHTO_02132	1.9015355692468437e-06	1.955128481800134e-06
M7X4F8	RHTO_02721	8.226342620892304e-08	
M7WWJ6	RHTO_00755	4.779964570127397e-06	6.26455929512792e-06
M7XI87	RHTO_03901	7.433727073729598e-08	8.09313820605759e-08
M7XYK8	RHTO_03111	7.509519735167393e-08	5.4077066620903456e-08
M7XI58	RHTO_04115	7.435881696483616e-07	5.763385257738243e-07
M7X5T6	RHTO_00119	1.4605729830173782e-07	9.460701894260716e-08
M7WPW6	RHTO_07935	7.607202329772324e-08	8.40039717454489e-08
M7WMQ8	RHTO_01444	2.0029499353222606e-08	1.764872348495032e-08
M7WTP5	RHTO_07021	1.6359669396461174e-07	
M7WEJ4	RHTO_05579	3.776678758060315e-08	6.649730395146164e-08
M7WWD0	RHTO_00909	6.309305685994406e-07	6.40210547448153e-07
M7WLK8	RHTO_01858	4.252543538987087e-06	4.222281177975755e-06
M7XLV2	RHTO_05069		9.884254928792527e-09
M7WNN7	RHTO_04461	2.3611355699597077e-07	1.6848035688728028e-07
M7WW02	RHTO_04927	1.520498498152236e-07	1.105570610649256e-07
M7XL66	RHTO_02311	9.96685625809675e-08	7.691485495495292e-08
M7WQH3	TRM8	2.214001823593588e-07	2.1588761484527907e-07
M7WYA9	RHTO_07418	1.5888018297137776e-06	1.4999126702485917e-06
M7XGK6	RHTO_07880	1.435277887200159e-06	1.2321194905695602e-06
M7XB54	RHTO_02278	3.884381290900783e-08	3.1269258848465965e-08
M7XQT8	RHTO_07941	1.9853928569881463e-07	
M7X2Q8	RHTO_04568		
M7WPM3	RHTO_04092	5.0904103199724675e-09	6.288812616555145e-09
M7WXJ2	RHTO_07938	1.6313484108298986e-08	1.5587504068650695e-08
M7X080	RHTO_07249	6.009679387408304e-08	6.286375781137482e-08
M7XG80	LSM3	6.490269204666009e-06	5.3467949709691475e-06
M7WU66	RHTO_01896	2.563488060413417e-08	1.8507937876111998e-08
M7XX64	RHTO_05018	2.5331382565764203e-07	2.407367312701394e-07
M7XUB0	RHTO_06877	1.1069628290970475e-07	9.169080193657562e-08
M7X2D9	RHTO_04675	5.918295842552165e-07	4.1889975728414455e-07
M7XTT7	RHTO_07382	3.3627698292142965e-07	3.8983436235016404e-07
M7XMM2	RHTO_01889	3.153619939032741e-08	2.497399152026039e-08
M7X4I5	RHTO_02751	5.457804650278782e-08	4.769708129829555e-08
M7XL37	RHTO_02266	5.259112918254407e-08	3.25718463579871e-08
M7WLK7	RHTO_05514	2.5525574635401085e-07	2.1918688616564756e-07
M7X5P4	RHTO_05371	2.4337007889883823e-07	2.3597368035017898e-07
M7XMX4	RHTO_02962	2.8956279530404816e-08	2.0488716529176036e-08
M7WQP3	RHTO_07722	2.876711073152349e-08	1.9284120813698658e-08
M7WTL8	RHTO_06986	4.123747188444512e-08	3.176147030652572e-08
M7XGL1	RHTO_07885	7.927276659239054e-08	7.754884244053905e-08
M7XJU9	RHTO_03357	1.8645206985456315e-06	1.3098088872337655e-06
M7WL50	RHTO_05832	8.163807006650439e-09	6.572956026945816e-09
M7X0X4	RHTO_06789	1.7495027398938322e-06	1.7401781204678518e-06
M7WU23	RHTO_01636	1.8708199104091188e-07	1.851279933340527e-07
M7XI53	RHTO_07308	2.2625196313557967e-07	1.8362176556184746e-07
M7WW75	RHTO_05022		
M7XEB1	RHTO_05999	8.059520757426967e-08	
M7XCR6	RHTO_01639	1.1403458375816471e-07	1.041500809367562e-07
M7WVC5	RHTO_01442	1.1180721745461137e-08	9.915501358957104e-09
M7XUT1	RHTO_06007	5.07890850410137e-07	4.941367500478752e-07
M7X4K3	RHTO_02969	3.6419304018885425e-07	2.865311462656576e-07
M7WZ98	RHTO_00395	1.3005134486079102e-07	1.430484562489118e-07
M7X998	RHTO_03490	1.5508307486855406e-07	1.3495377733610378e-07
M7WX71	RHTO_08029	1.3784484660553297e-07	1.248052988419206e-07
M7X795	RHTO_00378	2.3704912641569197e-06	2.794217830806268e-06
M7XWJ1	RHTO_04802	1.6433411444620032e-08	1.2781194477593133e-08
M7WWM7	RHTO_00790	1.8819763570325448e-07	1.6172796287608422e-07
M7WQN8	RHTO_07717	2.5585485085822853e-08	1.8465930592383542e-08
M7X5T2	RHTO_05406	3.537013469120494e-07	3.3212919854207816e-07
M7WL75	RHTO_05711	3.863384435569295e-07	
M7X1R1	RHTO_06059	4.646684379773725e-09	4.191890736872422e-09
M7WTA4	RHTO_01767	6.876639985733033e-07	6.950182074056772e-07
M7WEF4	RHTO_05534	5.3107730905375e-07	4.3218760560231825e-07
M7WP48	RHTO_04118	1.1720978390828759e-07	8.452630738177649e-08
M7XJ50	RHTO_03732	3.6509083648817864e-08	2.907493883828652e-08
M7WWR4	RHTO_00830	4.140506525887639e-08	3.024419625199293e-08
M7WUM3	RHTO_01388	1.107482419184255e-07	9.074069094627282e-08
M7XH05	RHTO_04419	2.923062516572942e-07	2.2781509692575432e-07
M7X5A8	RHTO_03255	1.0490184220311276e-07	9.06086715748346e-08
M7XS16	RHTO_07889	3.3512105269771354e-07	1.9936508678654498e-07
M7X150	RHTO_06869	1.8593906793820617e-06	1.3587948432825997e-06
M7X7X8	RHTO_04031	1.6843214502776516e-07	1.470297345330885e-07
M7WHI3	RHTO_03981	3.31608875863429e-08	3.967722477647844e-08
M7WX10	RHTO_07984	4.145898722979493e-07	3.1094291740422445e-07
M7X011	RHTO_06720	3.155681625555021e-07	4.401936722968282e-07
M7X373	RHTO_04931	1.2893626804236695e-08	1.1035143850997756e-08
M7X5N2	RHTO_03128	1.1960232589840064e-06	1.0494625589984208e-06
M7XUR8	RHTO_07047	2.5995146132260945e-08	1.8497503627866188e-08
M7WX36	RHTO_02910	1.029064130324633e-06	1.0328981999547019e-06
M7WZ39	RHTO_07075	5.566144421589121e-08	3.8850329370456824e-08
M7XWN0	RHTO_04847	4.052324302086665e-07	
M7XG60	RHTO_07704	1.98044236076957e-09	1.5072134462235725e-09
M7X787	RHTO_04313	2.0893047459812646e-06	1.9131198894629658e-06
M7XHV2	RHTO_07218	4.0846995221543794e-08	3.98291683723096e-08
M7WXH5	RHTO_00849	5.7245896281220175e-08	4.188334742404932e-08
M7WPS8	RHTO_00826	3.234522512008914e-08	2.7799018934932946e-08
M7XFG5	RHTO_05600	1.2427717887655335e-07	5.924514249288565e-08
M7WK93	RHTO_02221	5.347397171060712e-07	4.93906801243212e-07
M7X5S3	RHTO_00109	2.72434457039176e-06	3.9329614859599505e-07
M7XK71	RHTO_02521	3.3470750079861365e-08	3.769957779493863e-08
M7WUB7	RHTO_01545	6.484767004909544e-08	5.738514537435743e-08
M7X252	RHTO_04574	1.2489126471161168e-06	1.2332154567572782e-06
M7WVA2	RHTO_01417		2.2658480767937753e-09
M7XY08	RHTO_02896	3.483780497049071e-08	2.3652029310417665e-08
M7WLU4	RHTO_05398	3.2938614671850954e-08	2.4954660367799667e-08
M7WN19	RHTO_01162	9.684547731175348e-08	7.175321029975264e-08
M7XES2	RHTO_05726	1.0125818315312134e-07	8.168363187484972e-08
M7X374	RHTO_06664	2.5176681097694277e-07	1.88623343084907e-07
M7WYG5	RHTO_00095	3.454388257881963e-08	1.924104873211193e-08
M7Y051	RHTO_00401	1.2315777239277232e-07	1.3455540173990769e-07
M7X774	RHTO_04298	2.0463416606748637e-07	2.164706000608712e-07
M7XP16	RHTO_01148	8.440274972432278e-08	7.652533167388854e-08
M7XMF3	RHTO_01809	5.201559916952729e-08	3.5529174332242284e-08
M7X6U9	RHTO_00519	3.674045245046529e-08	
M7XCW0	RHTO_01684	2.338649908951857e-08	1.735524801769024e-08
M7XAE7	RHTO_02662	1.7411179418460816e-06	1.8072284640583008e-06
M7WMS1	RHTO_04548	4.08255849846495e-08	3.666205940651162e-08
M7X0B3	RHTO_07284	1.0631781878304329e-08	8.66816592796501e-09
M7WQ81	RHTO_03739	1.341809996511419e-07	1.428258331985359e-07
M7XG56	RHTO_05291	2.038891961267492e-07	2.2201087951167815e-07
M7X1D8	RHTO_06974	1.5432833732208521e-07	9.591535184853773e-08
M7XDH3	RHTO_01501	5.1752766579979816e-08	3.556704654619396e-08
M7WR49	RHTO_07903	2.4353008082664427e-07	2.8867280438857743e-07
M7X450	RHTO_05970		5.159520308928531e-09
M7X4E8	RHTO_02711	5.168725372831327e-07	
M7WLH8	RHTO_05484	3.730437073133358e-07	3.8529725846614806e-07
M7XGA7	RHTO_07759	2.705733697947414e-07	2.0702939151966505e-07
M7WNL0	RHTO_04431	2.5092359443701213e-07	3.3751305381765564e-07
M7XYS1	RHTO_03187	2.058055098189178e-08	5.855228516374212e-08
M7WT69	RHTO_01960	7.022656996477515e-08	9.94558510412233e-08
M7WK28	RHTO_05942	8.570110925286224e-08	7.478846491991787e-08
M7WMB2	RHTO_05128	6.35661002370742e-08	3.9267753071162204e-08
M7X7U0	RHTO_00588	4.6877870407494895e-08	4.1280709774520635e-08
M7X924	RHTO_03728	4.1512356840078534e-07	3.621221649876416e-07
M7XFN9	RHTO_05516	1.6897332463106862e-08	1.5117662427947973e-08
M7XU53	RHTO_06802		2.0343438166361367e-08
M7WWX8	RHTO_00624	5.683637953111917e-08	6.466681428137934e-08
M7WHB3	RHTO_03895	3.209350048390823e-07	3.277479791985373e-07
M7XD73	RHTO_01376	3.5976747142971496e-06	3.2600258995138544e-06
M7X5H7	RHTO_00024	2.2682059327666682e-07	1.5039001511198934e-07
M7WWT9	RHTO_01049	7.328475072223733e-07	1.330382180517863e-06
M7X693	RHTO_05136	2.6404799158513973e-07	1.8399364684949865e-07
M7X3V1	RHTO_04940		
M7WS50	RHTO_07121	2.3717236706312917e-06	1.3394918259612527e-06
M7WUA2	RHTO_06171	6.634755565987777e-08	8.195817919868373e-08
M7WTR8	RHTO_07046	1.1028716060829537e-07	8.290640130084833e-08
M7WWX1	RHTO_02844	1.232273807776143e-07	1.0480906509782866e-07
M7WVB4	RHTO_01251	2.767927481714349e-08	2.7709338650507306e-08
M7XF64	RHTO_00758	3.87483264513389e-07	4.3150914191195663e-07
M7WZC9	RHTO_07180	7.698506673341806e-08	6.83110128666955e-08
M7XFR2	RHTO_05350	7.606934552402475e-07	7.998229456041189e-07
M7WLH3	RHTO_05479	5.374145904714334e-08	3.995559702657222e-08
M7X3P7	RHTO_06550	1.1006180961047677e-07	1.124077471191815e-07
M7XC90	RHTO_01850	2.3762849851834578e-07	1.5371787609619936e-07
M7X642	RHTO_05312	1.5374215606477058e-08	1.6527963606430875e-08
M7X2A3	RHTO_04635	2.3950851047456874e-07	1.8182978905734785e-07
M7XIU5	RHTO_06853	3.595346164851176e-07	2.484046355481036e-07
M7WML2	RHTO_05263	1.1951062765428545e-07	
M7XGC1	RHTO_07779	3.5298593623214194e-07	3.5285117593135774e-07
M7WFG4	RHTO_05325	3.1242498069188457e-07	4.0085327190661383e-07
M7X6H8	RHTO_00389	1.0406814936939434e-07	7.503044741771067e-08
M7WE57	RHTO_05632	2.3212058360037063e-08	2.0864173916123753e-08
M7WWB2	RHTO_00660	2.7654744729212375e-07	2.4191045260592187e-07
M7X7D0	RHTO_00423	4.467078674318511e-07	4.4654071083177646e-07
M7WYU5	RHTO_00210	5.210250516095137e-07	4.4638149846989977e-07
M7X4H3	RHTO_02949	4.4483182624245065e-08	3.3142689551169267e-08
M7X419	RHTO_05025	2.4198952970692856e-07	2.145240202165957e-07
M7XUP6	RHTO_07022		8.734004666979587e-07
M7XFU2	RHTO_05385	2.186198686448193e-07	1.6620489646796873e-07
M7XR20	RHTO_08021	2.563231866701811e-07	1.829107534259945e-07
M7XRF2	RHTO_08141	1.4549493380983571e-06	1.2263028351075836e-06
M7XKX2	RHTO_04708	1.0988771552445695e-07	1.0013868962273652e-07
M7XK90	RHTO_02536	7.868223060179353e-08	6.309887011790135e-08
M7WKJ1	RHTO_05818	3.298946814880272e-08	3.482082764410763e-08
M7XP69	RHTO_00127	6.874008301952013e-07	6.685336155925244e-07
M7XLP1	RHTO_04989	1.0687433568175852e-06	9.325069330149711e-07
M7XBW2	RHTO_02105	2.531036934573113e-08	
M7WYU3	RHTO_07901	5.6876100979336706e-09	8.887837170602323e-09
M7X8H2	RHTO_03767	9.685423403015385e-08	7.490111152638167e-08
M7WVJ9	RHTO_00875	1.1095643883519641e-06	9.705987587360829e-07
M7WKN8	RHTO_02274	6.001544310974853e-08	4.9016544031392585e-08
M7XR05	RHTO_08006	2.56239059849359e-08	4.6007678823573484e-08
M7XRE2	RHTO_08131	6.033736165802021e-08	7.240152914816408e-08
M7X584	RHTO_05566	2.3958883037288225e-07	1.7735906163047225e-07
M7WDA2	RHTO_06420	8.867832583939443e-08	8.555067416614934e-08
M7WWN7	RHTO_00800	2.3618353052115668e-08	1.305008836367546e-08
M7XJ61	RHTO_03742		3.5852044486005357e-07
M7X161	RHTO_06060	2.473168327992055e-07	2.4529113841490775e-07
M7XWW5	RHTO_04908	1.0595962195131659e-07	1.1656199509692794e-07
M7XQR9	RHTO_00847	1.3649718690208137e-07	1.1040065094324539e-07
M7XLF1	RHTO_02286	1.1231029052028643e-07	1.37296624582698e-07
M7X4Q9	RHTO_03039	4.574207044955688e-08	3.793780521125881e-08
M7WU30	RHTO_06101	1.3340078014857933e-08	9.70422015956962e-09
M7WVG4	RHTO_01492	7.32066540945603e-08	6.732739550614644e-08
M7X4T1	RHTO_03064	1.0317661784447003e-06	1.117143303227096e-06
M7WWJ9	RHTO_00974	5.297612062495025e-07	4.0956142306599694e-07
M7XFW0	RHTO_08072	1.6538507822371592e-07	1.0068453127864029e-07
M7X8L9	RHTO_03817	2.3430770706378463e-07	2.424397681798806e-07
M7X0L1	RHTO_07374	5.596607228840657e-07	4.2023053202741255e-07
M7XFW7	RHTO_05410	2.396489074522225e-07	2.050682414470666e-07
M7X5A1	RHTO_05586	2.702886771326258e-07	1.8192658682680704e-07
M7X4L2	RHTO_05717	4.3311982096497135e-08	3.3064137880433843e-08
M7XGD6	RHTO_07799	5.968664846238225e-08	5.261895686651424e-08
M7WKX6	RHTO_05892	2.3112525436627376e-08	1.089624164516766e-08
M7XI47	RHTO_04100		
M7WEX1	RHTO_05344	6.45846527809016e-08	5.015867720009842e-08
M7X5Y3	RHTO_05252	1.0909236015078453e-07	8.180743751190212e-08
M7WZR8	RHTO_00565	1.5542522770281223e-07	2.1141987936328002e-07
M7X3H1	RHTO_04829		
M7WPP9	RHTO_00801	1.3736522449253174e-07	1.4748438495547264e-07
M7XVG3	RHTO_06227	7.042355189671828e-07	5.568802705014647e-07
M7X9K0	RHTO_03313	2.6645944377108047e-07	2.510735640707445e-07
M7WSJ5	RHTO_02466	8.628100648119238e-08	6.028655502343206e-08
M7WSM5	RHTO_07311	2.537693768217937e-08	2.3581879832399778e-08
M7XD41	RHTO_07067	2.159423223319759e-07	2.2477647386744668e-07
M7WQ06	RHTO_07970	1.1664397720635892e-08	
M7X6P8	RHTO_00158	2.1642728578226723e-07	2.0725861514898105e-07
M7X101	RHTO_06809	1.8103074913214875e-07	1.4394867082105708e-07
M7XDG5	RHTO_01491	1.0403575246102839e-07	8.475180365869496e-08
M7WQC8	RHTO_03628	2.2947295947446039e-07	
M7X8T9	RHTO_03632	1.4320917610683337e-08	1.2857833934541893e-08
M7WM95	RHTO_05342	2.9679017144187034e-07	2.2805281074399953e-07
M7WM84	RHTO_01677	1.8603236724005527e-07	2.2143416240846314e-07
M7WW43	RHTO_04982	2.983193948801556e-08	2.5930336452331915e-08
M7XSV6	RHTO_07640		6.096859462360666e-08
M7XNS0	RHTO_03293	1.4804867280293568e-07	1.4032118660781032e-07
M7WQT7	RHTO_03370	4.4913387030010166e-08	2.9357376532926624e-08
M7WIM5	RHTO_03613	1.6758138047233983e-08	1.414382118166098e-08
M7WTF9	RHTO_02036	1.5639933732551778e-07	1.6595956024398864e-07
M7X0S4	RHTO_06965	6.650606484305185e-08	5.7723615874686225e-08
M7WVV2	RHTO_01195	3.76382420205016e-08	7.789128885630152e-08
M7XP63	RHTO_01203	1.323892936666086e-07	1.1317396076501261e-07
M7WXL3	RHTO_08154	2.5740940017298464e-08	2.2110983418987173e-08
M7X1K9	RHTO_06004	4.145282091660429e-08	6.907565237952098e-08
M7X2D3	RHTO_04670	7.51640575001468e-08	4.77682393159681e-08
M7X2E6	RHTO_06254	1.1009646156564578e-07	7.225862268821844e-08
M7X6M8	RHTO_00444	8.523433613075824e-07	6.595295123233722e-07
M7WUB4	RHTO_01540	2.5191262594476566e-08	2.5814574383058593e-08
M7XTX7	ERB1	2.4665520918577062e-08	2.06629841074138e-08
M7XMS4	RHTO_01543	4.639243273079567e-05	3.247083264364448e-05
M7WGY5	RHTO_04247	1.7018777727462722e-07	9.627064922449122e-08
M7XKS3	RHTO_04663	2.0804553534255618e-07	1.8108928907106506e-07
M7Y037	RHTO_00386	1.0632219779963683e-06	9.577892001083257e-07
M7WV33	RHTO_01161	3.4847833077105606e-08	2.5670021429720177e-08
M7WR06	RHTO_03541	5.745247646690273e-08	4.4472623871482434e-08
M7XLG2	RHTO_02327	7.541363899074146e-09	6.697521162064488e-09
M7X6P2	RHTO_00459	4.5501728161249666e-07	1.915916342167909e-07
M7XY30	RHTO_02926		5.303060632997299e-07
M7WRM9	RHTO_03459	6.370605242611208e-08	
M7XSZ4	RHTO_07082	1.9280676529849235e-07	9.940935974768941e-08
M7XVE8	RHTO_06217	3.6510973171906696e-07	2.9756110616743863e-07
M7WM40	RHTO_05478	1.3936555869586178e-07	8.575632447503792e-08
M7WKX3	RHTO_05887		
M7X4I3	RHTO_05831		5.5337580707762236e-08
M7WQ20	RHTO_03768	9.119023431770721e-08	7.829068089323243e-08
M7XRP3	RHTO_07763	1.7545915610413737e-07	1.3532365064289002e-07
M7XA82	RHTO_02592	1.62038640581086e-07	1.3968866412023352e-07
M7WRZ3	AIM41	2.104750928210947e-07	1.5943192678299905e-07
M7X3G0	RHTO_05036	2.8959780103097866e-07	2.797990296679367e-07
M7XVK5	RHTO_06252	8.371212982800894e-08	
M7WQP1	RHTO_03734	4.004325042604514e-06	2.8336195161498443e-06
M7WTE1	RHTO_01807	5.54171289430949e-08	3.222033541055103e-08
M7WXJ4	RHTO_08129		
M7WEZ6	RHTO_05369	1.799574411234417e-08	1.7206191520326814e-08
M7WQY2	RHTO_07832	2.2472000999757998e-08	3.052728590719656e-08
M7XXE8	RHTO_05118	2.6025861287217153e-07	2.0935378556101162e-07
M7WZZ1	RHTO_07380	1.043105422415913e-07	9.739278734013313e-08
M7XE79	RHTO_05954		5.296418939777871e-08
M7X4G8	RHTO_02731	4.163777250233493e-09	4.031722415825991e-09
M7X668	RHTO_00254	3.8959314330688584e-08	
M7X3L6	RHTO_04870	7.25402867488919e-08	1.3014766131709988e-07
M7WNU9	RHTO_04304	2.319557795479957e-07	7.822901433177031e-07
M7WMP8	RHTO_01429	7.796572683200797e-08	5.342869307037364e-08
M7XZD9	RHTO_00116	2.695897134037955e-08	
M7WQD7	RHTO_03638	2.5800826820472275e-08	1.912457962800847e-08
M7WNY8	RHTO_04350	4.4882186067101756e-08	3.873033972802505e-08
M7X6P0	RHTO_04526	4.878596077937621e-08	3.8141516962552687e-08
M7XIG2	RHTO_06728	6.415801290140418e-07	5.093529092462968e-07
M7XN78	RHTO_01708	1.906664156572017e-07	
M7WW24	RHTO_04952	1.2216407991844323e-07	2.327206101709777e-07
M7WNE8	RHTO_04361	9.823150512960347e-08	9.852579741736935e-08
M7X7G5	RHTO_00463	2.9229951018632677e-07	2.3005623116061457e-07
M7WN33	RHTO_04260	1.733802078828741e-07	2.4542605106135093e-07
M7WTE0	RHTO_02021		3.437857431836249e-07
M7WEE9	RHTO_05712	2.02364637446794e-08	3.525845263661901e-08
M7X3V2	RHTO_02747	7.477544928850763e-08	9.920274057297729e-08
M7WXG3	RHTO_08094	7.926568409794999e-08	5.166350799698463e-08
M7XYT4	RHTO_03202	5.906945517357756e-07	4.775472419583538e-07
M7WMK9	RHTO_01379	3.865122977011695e-08	1.430730974053217e-07
M7WGW3	RHTO_04227	5.338915745940629e-07	3.7455378887793425e-07
M7X5J0	RHTO_00034	6.724824539100052e-08	2.671719054707434e-08
M7XRR1	RHTO_07783	2.844656903383048e-07	2.752140449920919e-07
M7WML8	RHTO_05268	2.0839216510131212e-07	1.4234285809792917e-07
M7X0H6	RHTO_07344	1.1049709345414415e-07	
M7WQE9	RHTO_03502	3.48973910836622e-08	2.5450373333430003e-08
M7WN50	RHTO_04275		
M7WRY6	LSM4	7.502410144509459e-07	5.255882055070922e-07
M7XQT3	RHTO_07936	1.0562175159251256e-06	6.099119828353338e-07
M7WZL4	RHTO_00520	1.6481060143368806e-06	1.0937667832435956e-06
M7WSS4	RHTO_07356	1.932094721248722e-07	
M7XU66	RHTO_06817	8.176888687980174e-09	6.504344118219567e-09
M7XEE5	RHTO_00948	2.0892193913072666e-07	1.818816826197838e-07
M7XH75	RHTO_04277	7.117397833025534e-08	5.3142349297857206e-08
M7WRW9	RHTO_02583		
M7WQ36	RHTO_03788	1.458466933469627e-07	4.6173138580709156e-08
M7X437	RHTO_02833	6.01102725553901e-07	4.4499707010260633e-07
M7WX25	PSD1	5.006579398100093e-08	4.0199289689019193e-08
M7X3B1	RHTO_04976	9.703118999657938e-08	8.922612677468636e-08
M7WCV4	RHTO_06584	4.418025867143593e-08	2.8899175835343796e-08
M7WY32	RHTO_03271	5.22710979443108e-09	3.506450248839493e-09
M7WQB4	RHTO_08070	1.0376882600206383e-07	6.779138983116094e-08
M7WPH6	RHTO_00731	1.0744890461857786e-07	9.974691043090279e-08
M7WD95	RHTO_06410	2.602655276249882e-07	1.7226221077859282e-07
M7XKE6	RHTO_06343	8.948705021404433e-08	8.817922108486105e-08
M7XA01	RHTO_02512	2.1760686004277627e-07	2.0184605638534153e-07
M7XP89	RHTO_00142	7.793692376311641e-09	5.2454849885917515e-09
M7XAB1	RHTO_02622	5.046516832948313e-08	3.513754010038879e-08
M7WV26	RHTO_04626	1.0711524539890363e-06	
M7WQU1	RHTO_03471	5.0138015616781465e-09	
M7XFH9	RHTO_05441	9.067943987622028e-08	7.63219215631179e-08
M7X4R4	RHTO_02828	6.918745059654341e-08	4.9641176429284395e-08
M7XQM1	RHTO_00787	2.0416117136669914e-08	1.435427580385444e-08
M7Y0M2	RHTO_00551	2.31341139829799e-07	1.7103918523650265e-07
M7XCV0	RHTO_01674	3.2520735814541154e-09	2.6018715670297526e-08
M7WTA9	RHTO_01996	5.5480866050721765e-08	4.569923830145246e-08
M7X220	RHTO_06360		
M7X4P6	RHTO_03024		
M7XHV7	RHTO_07223	2.7424177931892415e-07	2.7006406071924456e-07
M7XTB8	RHTO_07207	1.678735703677846e-08	
M7XD01	RHTO_01724	1.0916821653547095e-07	7.143011984930249e-08
M7XPV1	RHTO_00382	4.64777291380184e-08	3.113046080518678e-08
M7WLY8	RHTO_05438	5.0272384018505226e-08	4.3003676587114794e-08
M7WTQ1	RHTO_07026	4.219282776902051e-08	4.165512979197563e-08
M7X5B9	RHTO_02998	1.3071394449492885e-08	1.315874650231818e-08
M7XT68	RHTO_07157	1.4762724868385944e-07	1.3514428019064352e-07
M7XSR7	RHTO_07590		
M7XWD5	RHTO_04742	1.2572139064144143e-07	
M7WZJ8	RHTO_00505	7.812848260380481e-08	9.853189952681026e-08
M7WH61	RHTO_04069	8.269507532805079e-08	6.739339950132474e-08
M7X1X4	RHTO_06118	2.1605021209527552e-07	1.7649064714585537e-07
M7X2F1	RHTO_06259	6.805049624900553e-08	
M7WUL1	RHTO_01640	1.4325601900726173e-06	1.4702836903695406e-06
M7X0D2	RHTO_06796	8.600673857376642e-08	7.492884281038586e-08
M7X3G7	RHTO_06608	1.9293681399700016e-06	1.8058760372049652e-06
M7WVC6	RHTO_01261	4.1460017297404184e-08	2.835693282623137e-08
M7WTV5	RHTO_01766	5.8805673195920046e-08	4.294902224351243e-08
M7Y086	RHTO_00431	1.6043522644061302e-08	2.533458299555316e-08
M7WTN8	RHTO_07011	2.9472667244046923e-09	3.365212550624305e-09
M7XJL5	RHTO_03589	4.164631042620724e-08	3.9426947360799956e-08
