uniprot	Gene_names	XNlim_1	XNlim_2
M7WQ11	RHTO_04004	7.809771888572363e-09	5.732949984298239e-09
M7XXY0	RHTO_02865		
M7XKW7	RHTO_02404		6.243228370286777e-08
M7WVM0	RHTO_04821		2.521181839753112e-08
M7WXN3	RHTO_07696		1.7748259846774387e-07
M7X100	RHTO_07050		2.389338720468629e-08
M7XMT4	RHTO_01553	1.925495767613331e-08	
M7XH64	RHTO_04262	1.3222442835038807e-07	8.839576014926704e-08
M7XFL2	RHTO_07977	7.055288868874233e-08	3.2129671027208676e-07
M7XLF7	RHTO_04894	6.3581667086686725e-09	8.527255891972149e-09
M7X486	LSM1	1.7319084440784488e-07	1.7783432522113578e-07
M7WUN9	RHTO_06301		1.5447579926532894e-08
M7WKH9	RHTO_05808	1.0601843009581452e-08	5.4223312673641525e-09
M7WXW6	RHTO_08048		5.237540129076723e-08
M7XKX8	RHTO_02419		9.163374584794257e-09
M7WXT4	RHTO_08018	1.0915966217628454e-08	9.96521417292686e-09
M7X8W9	RHTO_03663		3.23995854145037e-08
M7X5H8	RHTO_03073	9.009930128054479e-09	
M7XIT8	RHTO_03626		1.6471126261857783e-07
M7XKL7	RHTO_04602	1.259276751530901e-08	1.2342965357969746e-08
M7X5F2	RHTO_05467		1.4041976660942667e-08
M7XQ03	RHTO_00437		8.492524743369881e-08
M7XX22	RHTO_04968	1.0423059993810399e-07	9.538116920319758e-08
M7WWK0	RHTO_00760		3.939629835603606e-08
M7XIV8	RHTO_06873	6.259615993722018e-08	5.76703136535499e-08
M7X5C8	RHTO_03008	3.758693935152021e-08	4.719437344883789e-08
M7WE21	RHTO_05770		4.3027325179691257e-08
M7XQ80	RHTO_00637		7.042878324368412e-08
M7XRB9	RHTO_08096		2.2520003173778085e-07
M7WFW6	RHTO_04489		8.560827658250632e-08
M7WWZ0	RHTO_00639		7.468058247551045e-09
M7X188	RHTO_06085		1.0867616508934479e-07
M7WGT6	RHTO_04192	1.5826852728864386e-08	1.501912666801162e-08
M7XPF7	RHTO_01314		1.6303815013364303e-07
M7X1K6	RHTO_07054	2.5435423671210613e-09	2.5593068551949566e-09
M7WQF4	RHTO_08090		2.3472741270595674e-08
M7XWA3	RHTO_04707		5.753219606795567e-08
M7WSM9	RHTO_01951	5.3595423405327106e-08	
M7WQ05	RHTO_03670	6.925299826312744e-09	6.152866931588175e-09
M7XS69	RHTO_07415	3.9597551340860145e-07	4.294263330122835e-07
M7WMN0	RHTO_01404		
M7WLH2	RHTO_01813		1.0141013025702393e-08
M7Y0J9	RHTO_00531		2.112385409398051e-07
M7WPV3	RHTO_03939	1.0430976724475793e-07	
M7WCI7	RHTO_06701		4.185635105372384e-06
M7WUI1	RHTO_01368	4.939893247949208e-07	
M7XFB7	COQ3		
M7X4L0	RHTO_02782	2.0419249661931604e-08	
M7WNM0	RHTO_04441		
M7WMV8	RHTO_04402	4.033367010531869e-09	3.4883964875995553e-09
M7XFH6	RHTO_05615	2.941354883075697e-07	
M7XUI5	RHTO_06962		7.433023105588801e-08
M7WQR8	RHTO_07757	3.370662000169688e-08	3.8321481956975416e-08
M7WKK0	RHTO_02323	1.006528540479923e-07	1.3842453487357123e-07
M7XQ86	RHTO_00642	3.0700311156929264e-09	3.0060088081117972e-09
M7WXN2	RHTO_07973	9.770965634623985e-09	1.640793502901852e-08
M7WMA5	RHTO_01697	7.138421225847581e-08	4.3638635393906674e-08
M7WNF8	RHTO_01292		
M7XJ77	RHTO_07013		2.050297658353308e-08
M7X6U0	RHTO_00198		2.1102820960880445e-08
M7XMT8	RHTO_01558		1.8512739343436415e-08
M7X485	RHTO_05871	5.9775191032898855e-09	2.495474263090146e-10
M7WWB6	RHTO_05067		8.381761880952371e-06
M7XMI5	RHTO_01844	5.192819402462886e-09	7.405621361159926e-09
M7XHR0	BNA4		
M7X8Z1	RHTO_03688	5.276964525961158e-09	2.336055449946176e-09
M7XFJ3	RHTO_05456		2.1978786568529675e-08
M7WSA2	RHTO_07186		
M7WN98	RHTO_01237		5.445197364785207e-08
M7WZG8	RHTO_07562	2.6889446319496285e-08	2.30264107835771e-08
M7X647	RHTO_03299	1.1986635473958185e-07	6.819966851627724e-08
M7WW35	RHTO_04972	2.6667031979540665e-09	3.5758430810584624e-09
M7X3I8	RHTO_05071		1.1169206334412087e-08
M7X589	RHTO_02963	2.1551551611542158e-07	
M7XET9	RHTO_05741		5.2646560487758106e-08
M7XG21	RHTO_05261		1.8457359642574204e-07
M7XDK3	RHTO_01103		4.193698085283557e-08
M7Y0B9	RHTO_00456		3.833259783868774e-09
M7XQY9	RHTO_07991	8.261800962681853e-09	4.260146326986029e-09
M7X5W7	RHTO_03219		1.7161314998095749e-07
M7WJR6	RHTO_02336		8.461023844581058e-09
M7WW54	RHTO_01300		4.376558759845541e-08
M7WIN1	RHTO_03618		8.192221444374606e-09
M7WKY2	RHTO_02013		4.2908768852155494e-08
M7X5P8	RHTO_03143	2.007381761390407e-08	1.8106878284429576e-08
M7X3S3	RHTO_02717	1.5622964152979718e-08	
M7WT57	RHTO_02117	1.9488708386676072e-08	6.527170085073897e-09
M7WRU1	RHTO_07589		1.63563627445805e-08
M7WWM6	RHTO_02743		8.312379795782851e-08
M7XX27	RHTO_04973		1.4510099487012172e-08
M7X435	RHTO_05955	6.834193994472489e-08	4.938676523233364e-08
M7XK35	RHTO_06223	2.1407994507575233e-08	1.4664634669217771e-08
M7WR03	RHTO_03536		4.6335950535886044e-08
M7XBK3	RHTO_02015	8.042248411813625e-08	7.768226010400691e-08
M7WXF5	RHTO_00829		8.254501676800992e-08
M7WYW9	RHTO_00245		1.0385543408790125e-07
M7XR48	RHTO_08051	9.731161393260199e-08	1.1123863312043849e-07
M7XU63	RHTO_06812		1.228656362924408e-07
M7WK60	RHTO_06582		1.40882560932168e-08
M7X3W3	RHTO_04955		
M7X2P2	RHTO_06374		4.8362823269422e-09
M7X134	RHTO_06849	2.1608260225758746e-07	1.8842334063139308e-07
M7WK66	LSM5	1.1124376047463635e-06	6.22693246118153e-07
M7XA72	RHTO_02582	9.937906795902537e-09	6.289112249652387e-09
M7X7S3	RHTO_00573		7.848227631400211e-08
M7XZS5	RHTO_00266	9.421318522626804e-09	1.2410152168531707e-08
M7XMR4	RHTO_02917	6.9652456137278815e-09	4.904768788414439e-09
M7XK58	RHTO_02506		5.698461356158836e-08
M7WES3	RHTO_05490		1.1817931423381925e-07
M7XCS9	RHTO_01654	2.3285752951399213e-08	
M7XXU1	RHTO_02820		
M7WPU1	RHTO_03874		7.648226495146317e-09
M7XR30	RHTO_08031		
M7XVU3	RHTO_06367	2.868701504550897e-09	2.559875793264582e-09
M7X114	RHTO_06824		9.561202816249522e-09
M7WZ41	RHTO_00330		4.2450507959929064e-08
M7WXV1	RHTO_08033		
M7XKC0	RHTO_06313		9.47398253393127e-09
M7X1J3	RHTO_07039		2.209647660441087e-08
M7WWI5	RHTO_02698	2.3420690440573135e-08	1.734733792153494e-08
M7WK79	RHTO_06597	4.8261492955758436e-08	5.7664890915222877e-08
M7XLN3	RHTO_01973	3.077999166903046e-08	1.9737323407375044e-08
M7WJG2	RHTO_02575		4.071531036443321e-08
M7X7N7	RHTO_04204		1.7385098892782166e-09
M7XLR9	RHTO_05029	3.3576540122067026e-08	1.6921923100514782e-08
M7X8K9	RHTO_03807		8.303580672302924e-09
M7WEG2	RHTO_05544		1.311096868000595e-07
M7XYB4	RHTO_02991		8.698394708213041e-09
M7XMG8	RHTO_01824		4.491038852463741e-07
M7XXH0	RHTO_02689		
M7WUX3	RHTO_06391	9.46884649088673e-09	7.293865246663588e-09
M7XCW5	RHTO_01689		
M7XZW3	RHTO_00306		2.0499165192298916e-08
M7X9Z2	RHTO_02502	1.986175156866063e-08	6.1717868795592434e-09
M7X6P6	RHTO_00464		
M7WM55	RHTO_05289		
M7X0I1	RHTO_07349		2.4582343033056352e-08
M7WCZ5	RHTO_06543	1.9477587786350532e-08	2.0138177339822384e-08
M7XZ18	RHTO_03287	2.556510663056547e-08	
M7WQY0	RHTO_03511		
M7WKA8	RHTO_02316	3.821154284612575e-09	2.279860518458326e-09
M7X4H7	RHTO_02741		
M7XDX2	RHTO_01234	5.867564319574844e-08	
M7XI94	RHTO_07343		
M7WRQ0	RHTO_02335		1.2216230600747292e-08
M7X6L5	RHTO_00429		1.1406206013076603e-08
M7WXK5	RHTO_08144		
M7XXX6	RHTO_02860	2.7163400664200358e-09	2.5065151647318545e-09
M7WUW2	RHTO_01508	4.7004783100550444e-08	
M7WV82	DRE2		
M7X411	RHTO_06437		
M7WDQ1	RHTO_05794	3.769172406476158e-09	3.661251497341655e-09
M7WCT9	RHTO_06569		3.475558769987697e-08
M7WS18	RHTO_02472		
M7XXN3	RHTO_02754		
M7XCX5	RHTO_01699		4.752203056987092e-10
M7WKJ2	RHTO_02268		
M7XXQ5	RHTO_02780		2.327538341433076e-09
M7XH01	RHTO_04414	2.9392553310939127e-07	3.945809024829331e-08
M7XE69	RHTO_05944	7.089702858592695e-08	3.624833072405204e-08
M7Y0R1	RHTO_00586	1.4248542635245818e-06	
M7WLV6	RHTO_05408		3.494501161488006e-08
M7XLM2	RHTO_04959		
M7XAN3	RHTO_02405		5.608148316600497e-07
M7X7A0	RHTO_00383		4.485175024260021e-09
M7X5Y2	RHTO_00154	8.420075816496693e-07	9.222511658970791e-07
M7XN69	RHTO_01698		2.482704599397705e-08
M7X4J0	RHTO_05841		2.4704001129997747e-08
M7WSU8	RHTO_02017	7.016456024725669e-09	2.119423964025243e-08
M7XJS2	RHTO_06128		7.698791946497843e-08
M7WM36	RHTO_05473	6.363926191077108e-07	6.075088611033452e-07
M7WTP0	RHTO_02101	1.5896850588048132e-08	6.087398840371118e-09
M7XSD9	RHTO_07495		6.6548072667594126e-09
M7WXB2	RHTO_08064		
M7WZZ2	RHTO_07149	7.532298410070868e-09	7.815489000968464e-09
M7WM64	RHTO_01657		
M7XCH9	RHTO_01539		2.8745904731321243e-08
M7WRP6	RHTO_07564		4.674866450151686e-08
M7WJX6	RHTO_06489		1.3141453190214275e-07
M7WK75	RHTO_02219	1.236925614160676e-08	1.3002422104320057e-08
M7XER3	RHTO_01063	1.2598169170540729e-08	1.1169147779971464e-08
M7WRQ9	RHTO_02340		
M7WMD2	RHTO_01727		
M7X5P1	RHTO_03138		3.2428951248274687e-07
M7X4T0	RHTO_05777		
M7XK41	RHTO_06228		1.9646391052269425e-08
M7XKC6	RHTO_06318	9.532994538028714e-09	
M7WLJ2	RHTO_05499	4.807876142351336e-09	4.0180186114057214e-09
M7WTW8	RHTO_06041	1.2395778897671862e-08	1.7392240781684658e-08
M7XI76	RHTO_07328		5.275567149529624e-08
M7WKV6	RHTO_05867	7.851932001574937e-08	7.698722626274321e-08
M7WST5	RHTO_07366	7.949011135760314e-09	6.715152807452728e-09
M7XZ40	RHTO_00006	3.770033829795722e-08	5.3640317088967604e-08
M7X6Q4	RHTO_04546	1.269773193028614e-07	1.2120237100312576e-07
M7WWU7	RHTO_01059	5.222501445666311e-09	5.226523839694771e-09
M7XLA5	RHTO_02203	5.563697532101013e-08	1.6381348763960765e-08
M7XGX9	RHTO_07471		1.2816393795828781e-08
M7XIG5	RHTO_03997	6.477449272297708e-08	6.056874893200941e-08
M7XNI1	RHTO_03213		9.403357412111627e-08
M7WKA3	RHTO_02148		6.37037400602327e-09
M7WWP2	RHTO_00805		1.2484620354703641e-08
M7WQV0	RHTO_03481		
M7XX75	RHTO_05033		1.3265776966716945e-08
M7XZZ6	RHTO_00341	4.075619482141137e-08	5.602277108168753e-08
M7X206	RHTO_06144		2.4482131699792716e-08
M7X2Y8	RHTO_04654		
M7WLX8	RHTO_01572		
M7XY96	RHTO_02971		4.5451266635089766e-08
M7X5E5	RHTO_03295		1.9239958373277056e-08
M7WUI8	RHTO_06236		2.6078573048841704e-08
M7XGT4	RHTO_04525		
M7XJC5	RHTO_03489	9.091509212594942e-09	7.269641074949099e-09
M7WQC6	RHTO_03467		1.7901137917197656e-08
M7XM99	RHTO_02766		
M7XF22	RHTO_00713		1.6137273916633025e-07
M7X661	RHTO_05327		6.360680217548367e-08
M7WXA0	RHTO_08054	6.20767115686472e-08	4.927397869490103e-08
M7XBB3	RHTO_02163		1.4737474022617523e-07
M7WNG6	RHTO_04136		3.863662429841312e-09
M7WR72	RHTO_03616		
M7X5X1	RHTO_05237		
M7XFW5	RHTO_08077	1.188816985365994e-08	
M7WMT8	RHTO_01484	2.9380007890068992e-08	2.583540815802992e-08
M7XMC0	RHTO_01769	4.088125918732645e-08	3.6701914871304986e-08
M7WPE7	RHTO_00701	1.451878910198349e-07	
M7XCN4	RHTO_01604	2.419366722117828e-08	2.224719565384309e-08
M7WDN7	RHTO_05924		1.8050294785559366e-08
M7X3L8	RHTO_05111	6.556500106660607e-08	7.594279487354655e-08
M7XGS0	RHTO_04505		
M7XP92	RHTO_01238		5.9544571279405015e-08
M7XRG9	RHTO_08161		4.904862982232538e-09
M7XPQ0	RHTO_00942		
M7XMN3	RHTO_02887	6.6872331737894245e-09	6.9222563736165794e-09
M7X037	RHTO_07204		
M7XIU8	RHTO_06858		
M7X7Q6	RHTO_04219		
M7WR98	RHTO_07424		4.379069726857227e-08
M7WZG0	RHTO_07557	5.686121110155256e-08	1.175992424342421e-08
M7XA42	RHTO_02552	2.6036568469001367e-08	2.458887642843168e-08
M7XK63	RHTO_02511		2.058899678655452e-07
M7X4H9	RHTO_05826	1.1189689259211127e-07	1.0095132223780894e-07
M7XMF4	RHTO_02816	7.978453042499841e-09	1.077794643067901e-08
M7WKT2	RHTO_05749		5.584224671684686e-09
M7XAB5	RHTO_02627		1.1394476488317012e-07
M7XZE2	RHTO_00121		6.230392319578335e-09
M7X121	RHTO_06834		1.7364603557156014e-08
M7XJQ7	RHTO_03317	8.201304538606744e-08	6.603782883053698e-08
M7XG27	RHTO_05266		
M7X1X8	RHTO_06310		1.5787219272664497e-09
M7XUM6	RHTO_07007		
M7X4L8	RHTO_05722		1.5425136382433142e-09
M7WRZ9	RHTO_02613		1.6776890213171035e-08
M7XQ43	RHTO_00472	2.4728670273200417e-09	3.755046633683856e-09
M7XJ86	RHTO_07023		1.445586322637668e-08
M7X611	RHTO_05282	3.976472056412536e-08	2.957389904363345e-08
M7XIJ4	RHTO_06758	2.497144965207798e-09	2.280210625957801e-09
M7WN66	RHTO_04290		7.221108580809693e-09
M7WLQ3	RHTO_05363		6.259504925729304e-09
M7WCR3	RHTO_06620		9.510937344871401e-09
M7X3P9	RHTO_06555		6.0002780923964666e-09
M7X3Y4	RHTO_04980		8.350232712839714e-08
M7WMS0	RHTO_05308		1.308432894104629e-07
M7WIC0	RHTO_03468		4.770196883456873e-08
M7WLT3	RHTO_05537		7.089229867468381e-09
M7X440	RHTO_05960		
M7WHJ6	RHTO_03996		
M7X146	RHTO_06864		3.1628477279602637e-09
M7XP29	RHTO_01163		1.745191804538001e-08
M7WP91	RHTO_03920		4.026355801167565e-08
M7XXJ2	RHTO_02709		9.059143233148964e-08
M7XT78	RHTO_07167		6.87398730823956e-08
M7X0E2	RHTO_07314		
M7WKY6	RHTO_05902	2.026370985405201e-08	1.1576434962003892e-08
M7WRB2	RHTO_02549	5.226814820527787e-09	
M7XXL8	RHTO_02739		
M7XF59	RHTO_00753		3.937373900185367e-08
M7X713	RHTO_00283		3.371971238364715e-08
M7XHE0	RHTO_04348		4.286561272907111e-07
M7XLN7	RHTO_04984	8.022722081539507e-09	
M7WUK2	RHTO_01630		5.42041465232756e-08
M7X3T7	RHTO_02732		3.188402551046019e-08
M7WPL8	RHTO_00776	7.914151622919383e-08	
M7WL36	RHTO_05817		6.173157324477183e-08
M7X1L8	RHTO_06014		
M7WQJ9	RHTO_03572		
M7WXR6	RHTO_07736	2.802097654252866e-08	2.434635280972176e-08
M7XHH2	RHTO_07676		1.504174023288353e-08
M7WQ78	RHTO_08035		5.0267641511191425e-09
M7WE37	RHTO_05785		
M7XII9	RHTO_06753		1.0552047103355337e-08
M7XFA7	RHTO_05708		4.2648364188570514e-08
M7WNP2	RHTO_04466		7.820436985266618e-09
M7WP13	RHTO_04135	6.975347345616821e-09	6.420232460335297e-09
M7X065	RHTO_07234		9.604327073677688e-10
M7XK54	RHTO_06233		
M7WZM3	RHTO_07602		2.9417236832438747e-09
M7WW92	RHTO_00874	2.8829075338007532e-08	
M7WZ63	RHTO_00355		1.2625482454851497e-08
M7WU99	RHTO_01931		1.8040510915612862e-08
M7WUK3	RHTO_06256	7.779096266669843e-08	
M7WVY9	RHTO_01000	1.3839196579431018e-08	1.1404212989966247e-08
M7WUP4	RHTO_01418	7.944060316873794e-08	
M7XEI0	RHTO_05795		1.4116299404069055e-08
M7XME0	RHTO_01794		1.8301073454138708e-07
M7X405	RHTO_02798	1.7003039279195926e-08	1.498004638879234e-08
M7XVZ7	RHTO_04596		8.020907995242641e-09
M7WSL2	RHTO_07296		6.12654131966353e-08
M7XE38	RHTO_06416		1.594072925502008e-08
M7X2V2	RHTO_04830		
M7XI43	RHTO_04095	4.107536018695888e-09	
M7X6L4	RHTO_04491		1.234324726602946e-08
M7X4Q7	RHTO_02822	1.805928499950368e-08	
M7XU34	RHTO_06787	8.32306754403298e-09	7.577746976216045e-09
M7WNA4	RHTO_04497		2.2846602119413452e-08
M7XJ43	RHTO_06978	9.90775522037239e-09	1.4103932749086172e-08
M7WNB6	RHTO_04331		
M7WZW6	RHTO_07360	5.167146348348869e-08	
M7WRR5	RHTO_02533	2.2068272918301836e-08	
M7XRZ5	RHTO_07869		
M7XI50	RHTO_04105		
M7X1L4	RHTO_06009		
M7X761	RHTO_00338		6.198976255643903e-09
M7WS85	RHTO_07166		6.351971001660744e-08
M7X513	RHTO_03154	1.3778733754319407e-08	1.009090040089217e-08
M7XZP0	RHTO_00231		5.391184564357396e-08
M7WQ52	RHTO_08010	1.4226452276787502e-08	
M7WIA1	RHTO_03751	1.014847361874785e-08	
M7XCS3	RHTO_01649		
M7WX60	VMA21		
M7WMG1	RHTO_05417		
M7WF07	RHTO_05379		1.968921416498937e-07
M7X6P7	RHTO_04536		1.0131077069395387e-08
M7XU10	RHTO_06772		
M7WDI1	RHTO_05998		
M7WXL6	RHTO_03080		
M7XRV5	RHTO_07828		2.5726455881756094e-08
M7WKT4	RHTO_05976		8.205126618980257e-08
M7WY08	RHTO_03246	1.0741403727762166e-08	9.255680424934346e-09
M7X1B7	RHTO_06115	3.246426788507762e-08	
M7X197	RHTO_06095		
M7XH91	RHTO_04302		2.799389173649736e-08
M7X5K6	RHTO_03103		
M7X9C4	RHTO_03520	7.207543384552962e-09	2.8792454108423288e-08
M7XCK8	RHTO_01574	3.1068273462010135e-09	1.4088067795492314e-09
M7WWN4	RHTO_00994		
M7X2K4	RHTO_06324	5.24167941351829e-09	
M7WYU7	RHTO_00215		3.763454046175945e-09
M7X765	RHTO_00343		
M7WRE8	RHTO_03374		7.571959245891361e-10
M7WQ93	PAN3		8.29615725009666e-09
M7WN42	RHTO_04270		1.4486905108941611e-08
M7XR52	RHTO_08056		6.769462811887056e-08
M7XPA0	RHTO_01248	5.985054032607937e-10	
M7XIM6	RHTO_03826		8.541945628891502e-09
M7XEL5	RHTO_01003		
M7XNX3	RHTO_00042	1.1942141746051781e-08	1.2187207336973746e-08
M7WLB9	RHTO_05588		9.101331358868583e-09
M7WKB4	RHTO_06541		
M7XB96	RHTO_02291		4.7720131375901395e-08
M7X890	RHTO_03923		3.448858403756454e-08
M7X706	RHTO_00273		
M7WUV6	RHTO_06371	1.685477653339967e-07	
M7WRE2	RHTO_03369	4.6681580703957485e-09	
M7X793	RHTO_04318	3.960580083875655e-08	
M7WEU6	RHTO_05515		1.7319926124459354e-08
M7WIE6	RHTO_03508		
M7WXV0	RHTO_03176		
M7X6F2	RHTO_00088		1.575186167512665e-09
M7WSM3	RHTO_01946		8.309264147689368e-09
M7XFX0	RHTO_05415		1.78536796162681e-08
M7WFL8	RHTO_05159		3.9234635727139754e-08
M7XVM5	RHTO_06277		
M7X3Z8	RHTO_06422	8.609596588869472e-09	8.916148725303711e-09
M7XFD3	RHTO_00828		
M7X727	RHTO_00298		5.165106792717432e-09
M7WDE2	RHTO_05958	2.3013624388659754e-08	
M7XPL2	RHTO_00272	6.656517368607128e-08	5.108314465478931e-08
M7WLH7	RHTO_05635		1.0091289920367991e-08
M7WX05	RHTO_00659	8.740749840024741e-08	8.603910911735418e-08
M7X1V6	RHTO_06285		
M7X1G2	RHTO_06999		2.502414031062202e-08
M7WYZ1	RHTO_00270	2.285218671389746e-07	
M7WJF8	RHTO_06645	2.3003790147520325e-08	1.600666998700046e-08
M7XTS7	RHTO_07372		2.5158990512921708e-09
M7WZJ3	RHTO_00500		1.1154850579172356e-08
M7XI38	RHTO_04090		5.6416116585977027e-08
M7WU68	RHTO_06141		7.835442561157237e-08
M7WJQ7	RHTO_06542		
M7WKJ8	RHTO_06483		1.7269662960042442e-08
M7XGT2	RHTO_04520		2.787513268210154e-08
M7X3D5	RHTO_05006		
M7WZ52	RHTO_07090	4.187844225275404e-08	1.8485116695721245e-08
M7XV18	RHTO_06097		2.5013791388925793e-08
M7X744	RHTO_04273	6.380963324769702e-10	4.485122081424769e-09
M7XSI3	RHTO_07535	1.9570958516961943e-08	
M7X7M4	RHTO_04194	1.2625364753729132e-05	
M7X6E2	RHTO_00344		
M7WUM2	RHTO_06281	1.114083664566192e-08	1.0661562430702823e-08
M7XPK0	RHTO_00257		
M7XVX8	RHTO_04576		
M7XG28	RHTO_08147		1.7788965546222514e-09
M7WHE1	RHTO_03931		3.875172276617942e-09
M7XRJ2	RHTO_07703		6.516611218702293e-09
M7XEY0	RHTO_00668		5.124791533302861e-08
M7XL53	RHTO_02281		
M7WYC5	RHTO_00055		9.037667869369518e-09
M7XN43	RHTO_03052		4.427211350464408e-08
M7XMZ6	RHTO_01628	2.7096160834552388e-08	
M7XAP0	RHTO_02415		
M7X3C1	RHTO_04784		
M7XLM3	RHTO_04964	3.4740509568849234e-08	
M7X575	RHTO_03220		3.374178438165629e-08
M7XHI8	RHTO_04153	5.289026716258352e-09	5.642616342618152e-09
M7X515	RHTO_02918		
M7X664	RHTO_00013		6.007369777033029e-09
M7X4G2	RHTO_05806		6.484664025121427e-09
M7X547	RHTO_05699	9.01093008976608e-10	1.350622315068381e-10
M7WUQ1	RHTO_01428		1.3036557732999627e-07
M7XSB0	RHTO_07465		2.62113537885546e-09
M7XP54	RHTO_01193		5.207512088416069e-08
M7WQV7	RHTO_07807	6.588160967504554e-09	
M7WV08	RHTO_01131	2.6017751095933706e-08	
M7XBW6	RHTO_02110		6.297017058396848e-09
M7XKB6	RHTO_02561	9.04812042767429e-09	
M7WKZ2	RHTO_02023		
M7WXZ7	RHTO_08078		4.669382069362099e-08
M7WJY8	RHTO_06404	5.4108925611606344e-09	3.4621701294563895e-09
M7WN73	RHTO_05212		
M7WJR7	RHTO_06557		4.29256794885851e-09
M7WSP6	RHTO_02322		
M7WVG7	RHTO_01301		1.6717807785382917e-08
M7XUA8	RHTO_06872		1.7783634685068136e-08
M7WMU8	RHTO_01499		3.5491324399316683e-08
M7XTZ9	RHTO_06762		1.9535533116591123e-09
M7WZS1	RHTO_07667	2.2523451494475336e-09	
M7WPT3	RHTO_00831		
M7X1E7	RHTO_06984		7.105039131227951e-08
M7XQ11	RHTO_01037		1.1944031349939428e-07
M7WRS4	RHTO_02360	2.5961185992020767e-09	2.3521000658241427e-09
M7XGN8	RHTO_07910		
M7X677	RHTO_00023		3.1436857071046175e-08
M7WMP1	RHTO_01419	1.742314887777073e-08	
M7X2C0	RHTO_04655	3.0886196855036633e-08	3.5094269714528506e-08
M7XGT9	RHTO_04530		5.3881407283053606e-09
M7XA91	RHTO_02602		5.189019279213424e-08
M7XCB4	RHTO_01875		
M7XPH2	RHTO_00217		
M7WGC9	RHTO_04261		2.74291695565924e-08
M7X1S7	RHTO_06074		
M7XWE5	RHTO_04752	1.1678033760490082e-08	2.0429804481111967e-08
M7WX37	RHTO_08004		2.6482096597244083e-09
M7WQ64	RHTO_03725		3.9943378515949775e-08
M7XQB1	RHTO_00672		
M7XH09	RHTO_04424		
M7X2R5	RHTO_04578		1.5196937278873332e-09
M7WPV1	RHTO_03619		
M7X657	RHTO_00244	6.415185624790353e-09	7.312979314723335e-09
M7WVI0	RHTO_01512		1.8498531714440694e-08
M7WKS5	RHTO_01957	5.903678603209401e-08	2.9825602899085296e-08
M7WZN0	RHTO_07280	8.430336382167845e-08	6.294284472224849e-08
M7X6B2	RHTO_00053		4.033905351381029e-09
M7WU57	RHTO_06131		
M7WMV7	RHTO_01509	1.5821472755933377e-08	6.319866020220432e-09
M7WJS3	RHTO_06567		3.831708741373725e-08
M7XE81	RHTO_05959		1.4359516396316148e-08
M7WP06	RHTO_01001		
M7XLK9	RHTO_01948		
M7XD95	RHTO_01391		3.0692635976619024e-08
M7WS26	RHTO_02482		
M7X2X6	RHTO_04644		3.03184301117845e-08
M7WZL9	RHTO_07597		
M7XR38	RHTO_08041	4.292214125473453e-09	
M7XEP3	RHTO_01038		
M7WP88	RHTO_03914		9.863153781940058e-09
M7WMB5	RHTO_01707	6.959702846339838e-09	
M7XE92	RHTO_00893		7.870757860835139e-09
M7X3U7	RHTO_02742		
M7WTY1	RHTO_01596		2.487260065054172e-07
M7XPJ7	RHTO_00892		4.37064641081385e-09
M7WQX1	RHTO_03501		5.588059713605499e-09
M7XQL2	RHTO_00777		8.790759628521065e-09
M7X1M2	RHTO_06019		
M7XTT3	RHTO_07377		
M7XHC8	RHTO_04338	1.4437316632747837e-09	
M7WQJ0	RHTO_08135		
M7WZ87	RHTO_07130	1.5871100486239918e-08	5.835569357886466e-09
M7XFZ5	RHTO_05236	1.1614923230554004e-08	
M7X1G9	RHTO_07009		4.4315272679094755e-09
M7WJW3	RHTO_02367	2.069325093277815e-08	
M7WZ82	RHTO_07125	2.185094701597973e-08	8.657872864080391e-09
M7WIM3	RHTO_03608		
M7WZJ0	RHTO_07245		3.905886544327006e-08
M7WWA2	RHTO_05052	5.024782088620433e-09	
M7WXT9	RHTO_08023		
M7WUZ5	RHTO_01115		
M7WTU3	RHTO_06016		
M7XIL6	RHTO_03811		
M7WI34	RHTO_03681		
M7WTW0	RHTO_01771		1.289585348310795e-08
M7WS77	RHTO_07156		2.021613463252719e-09
M7WWI8	RHTO_00964		1.7360103082559317e-09
M7XIW6	RHTO_03652	9.485188728897481e-09	4.177245660247618e-09
M7WZT7	RHTO_07330		2.8588718428895664e-08
M7XNY3	COQ7		
M7X343	RHTO_04906	1.2234149575693786e-09	
M7WNT6	RHTO_04236	4.6390166756095545e-09	
M7X5K1	RHTO_03098	9.83988069476023e-09	1.0532182484783098e-08
M7WYX0	RHTO_07921		3.6346883931839295e-09
M7WJW8	RHTO_06479	3.1640197629265486e-08	8.454027439198284e-08
M7XMC5	RHTO_01774		
M7WLC2	RHTO_01737		
M7XYA5	RHTO_02981		
M7XF06	RHTO_05791		
M7X7X2	RHTO_04026		
M7X531	RHTO_05679	3.3115800952515464e-07	1.6725307744033432e-07
M7X3P6	RHTO_02687		
M7X5P7	RHTO_00084		
M7WJI6	RHTO_02595	4.209656753510251e-09	
M7X1D6	RHTO_06135	5.043558997268186e-10	
M7WW57	RHTO_05002		1.7629857297644878e-09
M7WCZ2	RHTO_06538		
M7XIC7	RHTO_07373		6.044871921998729e-09
M7X625	RHTO_05297	3.702519753182175e-08	
M7WZI0	RHTO_00485		3.5385673040190524e-08
M7X4V5	RHTO_02862		
M7WI43	RHTO_03691		
M7XDV3	RHTO_06564		
M7X3T1	RHTO_02727	1.921206046385428e-09	
M7WV31	RHTO_04631		
